0,4.0,59
1,4.0,59
2,4.0,59
3,0.0,59
4,2.0,59
5,2.0,59
6,4.0,59
7,0.0,59
8,2.0,59
9,2.0,59
10,2.0,59
11,2.0,59
12,0.0,59
13,2.0,59
14,0.0,59
15,2.0,86
16,4.0,86
17,2.0,86
18,4.0,86
19,4.0,86
20,2.0,86
21,2.0,86
22,4.0,86
23,0.0,86
24,4.0,86
25,4.0,86
26,4.0,86
27,4.0,86
28,0.0,86
29,4.0,86
30,4.0,94
31,0.0,94
32,0.0,94
33,4.0,94
34,0.0,94
35,2.0,94
36,2.0,94
37,3.0,94
38,4.0,94
39,4.0,94
40,4.0,94
41,4.0,94
42,2.0,94
43,4.0,94
44,4.0,94
45,4.0,101
46,2.0,101
47,4.0,101
48,4.0,101
49,4.0,101
50,4.0,101
51,0.0,101
52,2.0,101
53,4.0,101
54,2.0,101
55,4.0,101
56,4.0,101
57,2.0,101
58,4.0,101
59,0.0,101
60,0.0,115
61,4.0,115
62,4.0,115
63,4.0,115
64,1.0,115
65,2.0,115
66,3.0,115
67,4.0,115
68,0.0,115
69,4.0,115
70,4.0,115
71,4.0,115
72,4.0,115
73,2.0,115
74,3.0,115
75,2.0,130
76,2.0,130
77,4.0,130
78,0.0,130
79,4.0,130
80,2.0,130
81,2.0,130
82,4.0,130
83,4.0,130
84,2.0,130
85,2.0,130
86,0.0,130
87,4.0,130
88,4.0,130
89,4.0,130
90,4.0,160
91,0.0,160
92,2.0,160
93,4.0,160
94,2.0,160
95,0.0,160
96,0.0,160
97,4.0,160
98,2.0,160
99,2.0,160
100,2.0,160
101,2.0,160
102,4.0,160
103,0.0,160
104,4.0,160
105,4.0,222
106,2.0,222
107,2.0,222
108,2.0,222
109,4.0,222
110,0.0,222
111,2.0,222
112,4.0,222
113,4.0,222
114,4.0,222
115,2.0,222
116,0.0,222
117,2.0,222
118,2.0,222
119,0.0,222
120,4.0,267
121,2.0,267
122,4.0,267
123,4.0,267
124,2.0,267
125,2.0,267
126,0.0,267
127,0.0,267
128,4.0,267
129,4.0,267
130,2.0,267
131,2.0,267
132,3.0,267
133,0.0,267
134,2.0,267
135,0.0,410
136,2.0,410
137,0.0,410
138,4.0,410
139,0.0,410
140,2.0,410
141,4.0,410
142,4.0,410
143,4.0,410
144,2.0,410
145,0.0,410
146,4.0,410
147,2.0,410
148,4.0,410
149,2.0,410
150,4.0,436
151,2.0,436
152,2.0,436
153,4.0,436
154,2.0,436
155,4.0,436
156,4.0,436
157,2.0,436
158,0.0,436
159,2.0,436
160,1.0,436
161,2.0,436
162,2.0,436
163,4.0,436
164,2.0,436
165,4.0,457
166,1.0,457
167,4.0,457
168,4.0,457
169,4.0,457
170,2.0,457
171,4.0,457
172,2.0,457
173,2.0,457
174,2.0,457
175,4.0,457
176,4.0,457
177,2.0,457
178,3.0,457
179,4.0,457
180,4.0,484
181,0.0,484
182,2.0,484
183,3.0,484
184,4.0,484
185,0.0,484
186,4.0,484
187,4.0,484
188,0.0,484
189,4.0,484
190,4.0,484
191,4.0,484
192,4.0,484
193,4.0,484
194,4.0,484
195,0.0,491
196,4.0,491
197,2.0,491
198,2.0,491
199,4.0,491
200,0.0,491
201,0.0,491
202,0.0,491
203,0.0,491
204,0.0,491
205,0.0,491
206,0.0,491
207,0.0,491
208,0.0,491
209,0.0,491
210,0.0,503
211,0.0,503
212,0.0,503
213,0.0,503
214,0.0,503
215,0.0,503
216,0.0,503
217,0.0,503
218,0.0,503
219,0.0,503
220,0.0,503
221,0.0,503
222,0.0,503
223,0.0,503
224,0.0,503
225,0.0,507
226,0.0,507
227,0.0,507
228,0.0,507
229,0.0,507
230,0.0,507
231,0.0,507
232,0.0,507
233,0.0,507
234,0.0,507
235,0.0,507
236,0.0,507
237,0.0,507
238,0.0,507
239,0.0,507
240,0.0,573
241,0.0,573
242,0.0,573
243,0.0,573
244,0.0,573
245,0.0,573
246,0.0,573
247,0.0,573
248,0.0,573
249,0.0,573
250,0.0,573
251,0.0,573
252,0.0,573
253,0.0,573
254,0.0,573
255,0.0,575
256,0.0,575
257,0.0,575
258,0.0,575
259,0.0,575
260,0.0,575
261,0.0,575
262,0.0,575
263,0.0,575
264,0.0,575
265,0.0,575
266,0.0,575
267,0.0,575
268,0.0,575
269,0.0,575
270,0.0,580
271,0.0,580
272,0.0,580
273,0.0,580
274,0.0,580
275,0.0,580
276,0.0,580
277,0.0,580
278,0.0,580
279,0.0,580
280,0.0,580
281,0.0,580
282,0.0,580
283,0.0,580
284,0.0,580
285,0.0,739
286,0.0,739
287,0.0,739
288,0.0,739
289,0.0,739
290,0.0,739
291,0.0,739
292,0.0,739
293,0.0,739
294,0.0,739
295,0.0,739
296,0.0,739
297,0.0,739
298,0.0,739
299,0.0,739
300,0.0,772
301,0.0,772
302,0.0,772
303,0.0,772
304,0.0,772
305,0.0,772
306,0.0,772
307,0.0,772
308,0.0,772
309,0.0,772
310,0.0,772
311,0.0,772
312,0.0,772
313,0.0,772
314,0.0,772
315,0.0,796
316,0.0,796
317,0.0,796
318,0.0,796
319,0.0,796
320,0.0,796
321,0.0,796
322,0.0,796
323,0.0,796
324,0.0,796
325,0.0,796
326,0.0,796
327,0.0,796
328,0.0,796
329,0.0,796
330,0.0,871
331,0.0,871
332,0.0,871
333,0.0,871
334,0.0,871
335,0.0,871
336,0.0,871
337,0.0,871
338,0.0,871
339,0.0,871
340,0.0,871
341,0.0,871
342,0.0,871
343,0.0,871
344,0.0,871
345,0.0,946
346,0.0,946
347,0.0,946
348,0.0,946
349,0.0,946
350,0.0,946
351,0.0,946
352,0.0,946
353,0.0,946
354,0.0,946
355,0.0,946
356,0.0,946
357,0.0,946
358,0.0,946
359,0.0,946
360,0.0,954
361,0.0,954
362,0.0,954
363,0.0,954
364,0.0,954
365,0.0,954
366,0.0,954
367,0.0,954
368,0.0,954
369,0.0,954
370,0.0,954
371,0.0,954
372,0.0,954
373,0.0,954
374,0.0,954
375,0.0,994
376,0.0,994
377,0.0,994
378,0.0,994
379,0.0,994
380,0.0,994
381,0.0,994
382,0.0,994
383,0.0,994
384,0.0,994
385,0.0,994
386,0.0,994
387,0.0,994
388,0.0,994
389,0.0,994
390,0.0,1086
391,0.0,1086
392,0.0,1086
393,0.0,1086
394,0.0,1086
395,0.0,1086
396,0.0,1086
397,0.0,1086
398,0.0,1086
399,0.0,1086
400,0.0,1086
401,0.0,1086
402,0.0,1086
403,0.0,1086
404,0.0,1086
405,0.0,1202
406,0.0,1202
407,0.0,1202
408,0.0,1202
409,0.0,1202
410,0.0,1202
411,0.0,1202
412,0.0,1202
413,0.0,1202
414,0.0,1202
415,0.0,1202
416,0.0,1202
417,0.0,1202
418,0.0,1202
419,0.0,1202
420,0.0,1310
421,0.0,1310
422,0.0,1310
423,0.0,1310
424,0.0,1310
425,0.0,1310
426,0.0,1310
427,0.0,1310
428,0.0,1310
429,0.0,1310
430,0.0,1310
431,0.0,1310
432,0.0,1310
433,0.0,1310
434,0.0,1310
435,0.0,1314
436,0.0,1314
437,0.0,1314
438,0.0,1314
439,0.0,1314
440,0.0,1314
441,0.0,1314
442,0.0,1314
443,0.0,1314
444,0.0,1314
445,0.0,1314
446,0.0,1314
447,0.0,1314
448,0.0,1314
449,0.0,1314
450,0.0,1334
451,0.0,1334
452,0.0,1334
453,0.0,1334
454,0.0,1334
455,0.0,1334
456,0.0,1334
457,0.0,1334
458,0.0,1334
459,0.0,1334
460,0.0,1334
461,0.0,1334
462,0.0,1334
463,0.0,1334
464,0.0,1334
465,0.0,1403
466,0.0,1403
467,0.0,1403
468,0.0,1403
469,0.0,1403
470,0.0,1403
471,0.0,1403
472,0.0,1403
473,0.0,1403
474,0.0,1403
475,0.0,1403
476,0.0,1403
477,0.0,1403
478,0.0,1403
479,0.0,1403
480,0.0,1463
481,0.0,1463
482,0.0,1463
483,0.0,1463
484,0.0,1463
485,0.0,1463
486,0.0,1463
487,0.0,1463
488,0.0,1463
489,0.0,1463
490,0.0,1463
491,0.0,1463
492,0.0,1463
493,0.0,1463
494,0.0,1463
495,0.0,1500
496,0.0,1500
497,0.0,1500
498,0.0,1500
499,0.0,1500
500,0.0,1500
501,0.0,1500
502,0.0,1500
503,0.0,1500
504,0.0,1500
505,0.0,1500
506,0.0,1500
507,0.0,1500
508,0.0,1500
509,0.0,1500
510,0.0,1507
511,0.0,1507
512,0.0,1507
513,0.0,1507
514,0.0,1507
