local_15min,grid
2015-10-02 05:00:00,0
2015-10-02 05:15:00,0.0
2015-10-02 05:30:00,-0.033891246002955844
2015-10-02 05:45:00,-0.02885020936127657
2015-10-02 06:00:00,0.0
2015-10-02 06:15:00,0.0
2015-10-02 06:30:00,-0.009846790502177672
2015-10-02 06:45:00,-0.0032681635014922385
2015-10-02 07:00:00,0.0
2015-10-02 07:15:00,-0.12513835482625218
2015-10-02 07:30:00,-0.025342702891191032
2015-10-02 07:45:00,-0.35447884597807416
2015-10-02 08:00:00,-0.2736084386699979
2015-10-02 08:15:00,-0.6303341095600229
2015-10-02 08:30:00,-0.5495609195658704
2015-10-02 08:45:00,-0.9845578796694378
2015-10-02 09:00:00,-1.020046155420699
2015-10-02 09:15:00,-1.2018067084209898
2015-10-02 09:30:00,-1.3557252280679624
2015-10-02 09:45:00,-1.4945486829896852
2015-10-02 10:00:00,-1.6217701604267898
2015-10-02 10:15:00,-1.787356588152545
2015-10-02 10:30:00,-1.7603294168244554
2015-10-02 10:45:00,-2.0322483309012607
2015-10-02 11:00:00,-2.036844898082492
2015-10-02 11:15:00,-2.1585905947846395
2015-10-02 11:30:00,-2.1666715271988872
2015-10-02 11:45:00,-2.144305247337799
2015-10-02 12:00:00,-2.124615066786509
2015-10-02 12:15:00,-2.30070548516419
2015-10-02 12:30:00,-2.396980291781356
2015-10-02 12:45:00,-2.3832903398820093
2015-10-02 13:00:00,-2.3743089175481082
2015-10-02 13:15:00,-2.390778601067896
2015-10-02 13:30:00,-2.4681036171237514
2015-10-02 13:45:00,-2.270068929563154
2015-10-02 14:00:00,-2.366855393936661
2015-10-02 14:15:00,-1.977906621973437
2015-10-02 14:30:00,-2.1416153923338794
2015-10-02 14:45:00,-2.050210400420922
2015-10-02 15:00:00,-1.8666075468026442
2015-10-02 15:15:00,-2.271066666666667
2015-10-02 15:30:00,-1.6934032085618873
2015-10-02 15:45:00,-1.8723333333333334
2015-10-02 16:00:00,-1.4939188468687794
2015-10-02 16:15:00,-1.8925333333333334
2015-10-02 16:30:00,-1.16882301771568
