No,UserID,LoadMSE,SolarMSE,LoadMASE,SolarMASE
20,7973,0.16701313536434115,0.1672331970055081,0.5338719001104011,3.0804433386168597
21,6578,0.21791812896900872,0.21821513644859036,0.9882916331994602,2.703469237948242
24,8829,0.10196807592485065,1.875300184326694,0.3065856457176723,6.5068679506638425
25,1415,0.15406786097450725,0.15462297228089308,0.5519371816101232,3.1335005794721034
26,370,0.36973707571626824,0.3702705782594975,1.2033111502829115,3.9892965569393186
27,4352,0.1499739413636712,0.15067721361086056,0.8265582224968478,2.8580413976095773
29,4505,0.3682963643620016,0.3686972146046128,0.6372320074325019,4.467326133109097
30,7627,0.17152062250844086,0.17187979348798274,0.7902847223792723,3.2906629131174863
31,8086,0.373704593210086,0.373833959645682,0.5109006355920944,3.8972359347676675
32,7030,0.0841070279721525,0.08434672336996132,0.3025038897109287,1.7216500621972115
33,6063,0.526436591531475,0.5266302471966527,1.157599833879467,4.292921012564088
34,5403,0.41473606981905514,0.41497457313614694,0.7685774776254284,4.759253177632595
35,1800,0.8818468399505871,0.8871291517958019,1.6006428979761265,3.463000214997691
36,77,0.11786768493678319,0.11804313525471591,0.48680754039615753,3.4973873974641543
37,4373,0.6245217704792891,0.6251787060322984,0.7222453502762088,4.7370569091503745
38,4154,0.04677978384586519,0.04705938828135324,0.2531561345227629,3.3804235702169203
39,6941,0.26004507793767795,0.26092252038182384,0.9215868447158398,3.11012161200284
40,5129,0.13514769255005726,0.1353801384103742,1.0888035836285395,2.161270379505649
41,5786,0.19971343376442513,0.2601439511709889,0.35801347571458825,7.044034649647201
42,5972,0.31042432506507817,0.3112745465757672,0.7119127798991792,3.6112066865208603
43,585,0.2502243412593904,0.2502186524729786,0.7400784098424703,3.5218470534724786
44,3649,0.14392167801528974,0.14443407228057337,1.2015316647923966,1.6329157372128846
45,5357,0.6018726219887043,0.6029842102536704,0.6031486411632716,2.1153954702284548
46,1283,0.05087721004213587,0.051410090927981725,0.19016209891377417,1.5248770918954455
47,2072,0.17613676063901007,0.17628555785029734,0.43196312826397804,3.114882288838948
48,7024,0.13879406630787652,0.13889766579978766,0.8306825405286826,2.1785961539504037
49,7510,0.3578560192161432,0.358235618702055,0.647160090928636,3.1110575019221036
50,2199,0.18353150049611083,0.1838372089791275,1.2800457280563435,3.1539415989613047
51,9937,0.0009371560808072715,2.8500530559440045,0.10320558053693234,6.04372720911246
52,5738,1.4680782461330373,1.4680785129987133,1.647617442543062,7.338607932223415
55,8243,0.12870471020410262,0.12894145825227277,0.7726596597130982,1.8267551012777878
56,9729,0.487040350845576,0.48749922232881476,0.7800631716021532,3.7243488566050846
57,5749,0.321810939608135,0.3223851077461421,0.9465221999873912,7.027529489087549
58,5785,0.17172117367511824,0.17180592717452062,0.663053313423714,2.6556607918071484
59,7800,0.10710281607473071,0.10735688011798757,0.7796099373776018,1.9204989706355313
60,26,0.28988997046543546,0.9044039634004619,0.6766036475380093,5.571200848201348
62,890,0.16762168711844494,0.16775021995662753,0.5543398057319537,2.9566973888685064
63,3367,0.5874384045727545,0.5877701841286866,0.8037542351444987,4.970645855147856
64,5395,0.1420552987195971,0.1423739668910694,0.4986861434947675,2.996313029832724
65,3310,0.3635363524000205,0.36373583474684845,1.0427685420566357,3.132833909017771
66,5817,0.4051994959427144,0.40576602093970976,0.6022426931601931,3.624387309570143
68,9235,0.3490627821649844,0.34953497387287386,0.6886657120170089,3.8048902669788167
69,545,0.10181002964457632,0.10189398380923115,0.38282767566307535,3.4193244010589052
70,2470,0.07446257505562565,0.07490830466533845,0.45334009681261483,2.6659940657861543
71,7741,0.5868506512074985,0.5872339142290206,1.1457745428547605,3.938325491831008
72,2638,0.08922795840209637,0.08943074177085576,0.35199596890347257,1.99398491655618
73,7940,0.3667965441074533,0.36727962127078745,0.8048411845119209,4.180225403037664
74,364,0.1671947420348967,0.16730728227842626,0.49342071556004813,2.08370395516308
75,5874,0.14575933634586274,0.1460614496826195,0.8888541726956607,2.470640621048386
76,2449,0.17120843929249097,0.1714874460577741,0.5917998201922012,2.7307139181153963
77,2818,0.36265651514134317,0.3629505850915788,0.7572924330872935,3.620046935163894
78,7731,0.4670726638870049,0.46779701689078823,0.9139144980486168,4.195044765258969
79,5035,0.5059709046728721,0.5063277183038857,1.2998166721339686,7.74060555064744
80,8419,0.6149585957139317,0.6154851723323868,1.1860947521691727,6.452529574980388
81,5658,0.47124625398359093,0.47140376674273116,1.4281008292744417,3.083924446354146
82,2945,0.18811160477306924,0.19007792685557195,1.3330108791766921,3.2723997103374547
85,3482,0.2054573222205222,0.20567872499239842,0.8057483993580399,3.230945323108154
86,8059,0.18677686100499832,0.18692196902723027,0.5825314720478897,5.049450261206162
87,2557,0.051830087204789495,0.052293954986025896,0.7033419501207199,1.7310044955615915
89,2094,0.49074475050948185,0.4907431184153601,0.6720406441676576,3.7505390066011417
90,3456,0.1691711329322087,0.16948126677412423,0.6857564359311931,2.327248197256906
91,4957,0.09501369321233587,0.09574339080769607,0.2812772708207415,2.316892611755183
93,1697,0.3036174173594914,0.3053119289274722,0.42954059244994985,3.2487491730629614
94,2233,0.5716148446160058,0.5719197026286639,1.0035641510897688,4.012311273739972
95,1792,0.2723649952318975,0.2730570277226717,0.8125766004407134,2.997553280449122
96,8741,0.05269902788316315,0.053090344049977936,0.23870184639046776,3.9381271125736057
97,93,0.32332114579719906,0.3240413672046357,1.2736650623455983,3.4111644073796037
98,9647,0.37284757274710684,0.3732046794094363,0.5046224747167302,3.082453922384481
99,8645,0.030113836423979783,0.030237590540988173,0.48880178894653686,1.4759659974282733
100,668,0.24959801809186674,0.2501988649122266,0.610963718094994,2.7253776560550196
101,5784,0.4252674133180676,0.4254730618592942,0.6855028672042297,2.1946941652941874
102,2755,0.4895447127898153,0.489842610473323,1.1338717263927125,3.6241806500664673
103,1103,0.11100856057779016,0.11130145806384525,0.8880561815314045,3.000336342915717
104,5545,0.5356055430054337,0.5360515918734245,1.3430809597289946,16.64205946469002
105,187,0.48773794923241015,0.4879507125731162,0.5638777167743675,4.738121472755211
106,114,0.09260910250558647,0.09313552012223367,0.4232725268517752,2.81915750146621
107,3967,0.21023418523533854,0.2104061928533334,0.6672127651942653,2.759009392977413
108,499,0.11235465282733159,0.11251126901963764,0.5996484868103645,2.5153616452539658
109,3134,0.17191288019945747,0.17246317360189853,0.8269870218846056,2.5726388484684617
110,5796,0.13020755518919286,0.13043368294874394,0.43364865654435153,2.78713915318437
111,6248,0.47520887468919576,0.4764138196572987,0.6093083135800044,3.2628690588309297
112,661,0.2788214031682693,0.2794648430512409,0.6875692347543386,2.6307133240993728
113,6990,0.6730500675974456,0.6741945125314036,1.0222010016649061,4.37225626232637
114,5246,0.4980190855167927,0.49948613021846766,0.8720585902569351,4.647461170823522
115,8317,0.0960182764546728,0.09613149640131292,0.4601221293849876,3.1576078660308307
116,6412,0.7955138416865575,0.795511294993616,0.8515635038332833,6.249638119507706
117,8155,0.3252908891419271,0.32572169729296474,0.8115164865114273,3.2005609032409685
118,252,0.320803588879889,0.32104678192055447,0.4700806978876525,3.796851433699995
119,4514,0.21642953599434098,0.21655705893822427,0.4357464668499112,2.4929596295349126
120,5450,0.2632556083210397,0.26352600383356956,1.2656606460343283,2.7556566404901117
121,3723,0.22196239490505323,0.22196487821908986,0.79117695041604,2.6333267266526055
122,8197,0.006355915981918494,6.931193424956621,0.041324659531389724,8.882998025192741
123,6836,0.04525977286678131,0.04525990576420412,0.3862612997480848,2.1670434785155295
124,8236,0.2025165431769355,0.202866901960321,0.6379280732199382,2.5927276616023365
125,7016,0.2683416850199203,0.2683363548509495,0.3554862402069138,3.0670823321361365
126,6121,0.38957209893409456,0.39126101304989,0.8031785604586096,2.7790065042925827
128,7788,0.3666859135096913,0.3672032312400756,0.8640233985266287,2.8050120527517115
