No,UserID,LoadMSE,SolarMSE,LoadMASE,SolarMASE
129,3635,1.0167471276972635,1.0170586811788052,1.0269038205791294,4.959501584753819
130,1718,0.36889152796095187,0.369014821410396,0.6211171714504361,3.684323672185351
131,2814,0.5647612262587545,0.5650926791347294,0.7569067595847181,4.372367805542877
133,974,2.1747321671778352,2.174979924360516,1.6199031409872109,6.88899860670693
135,2361,3.4441138946263226,4.071465315598545,3.35515944233832,12.763138185163179
136,1642,0.2321410473169053,0.2325667342948124,0.7391369740079247,2.985779755510267
137,2337,0.07970327189738854,0.07970462855651098,1.2213420641271824,1.7208709144633858
138,3126,1.4856976070836938,1.4871551148550664,1.0594475743472616,5.4567849591206
139,8084,0.2472246189238558,0.24768369330043308,0.6854288324656284,1.6651353023693365
140,9121,0.27256036283447127,0.2728712156648725,0.5266572133160412,3.030770484304771
141,6643,0.42102953896245277,0.4213813224673182,0.8747719815621273,3.534799346822347
142,6266,0.21405508421034694,0.21405163373247033,0.5391842950655291,2.8191541321371996
143,7850,0.29478996257851275,0.29545968768792363,0.7780282905351433,3.425562040576609
144,7863,0.521816316187732,0.5271834758509995,0.7150106257082239,4.605630260826486
145,8092,0.05851347717466426,0.05876875381031295,0.20729989251836606,3.270997639560549
146,1790,0.20861589191179833,0.20875437741996872,0.4855337461659562,2.367327905804879
147,8767,0.10936116950278346,0.10982395108229667,0.4979288379007648,2.7204860187359383
148,9935,0.4806911802258884,0.48225126007447633,0.435459660240392,7.204819792504093
149,861,0.07711430236796898,0.07739015039201833,0.49102566421703314,2.3341977956653195
150,1169,0.08812111735082656,0.08812273374152493,0.9153680215567286,2.5571113805108636
152,9932,0.07364232365600312,0.07391839832573849,1.1903801886245104,1.7013791004663412
153,7767,0.15048093751207584,0.1504834231626265,0.9234614252706477,2.02185987859618
154,1192,0.15899157338050582,0.15912901644398733,0.7259834220188373,2.2767156845876793
155,5439,0.0588640136046027,0.059007057097437,1.110875292722907,1.8902031591349648
157,3009,0.21988346681473517,0.21979832706667413,0.9683116918958419,2.340340127421162
158,6348,0.056088400948816425,0.05629755276040323,0.34143694125463486,2.128141221403454
160,2986,0.21539405822305518,0.21574339557723934,0.7344920433215947,2.703404388429755
161,3039,1.220362733335861,1.2208589528184364,1.1044200390945564,6.43421404613834
162,7536,0.4923714407288664,0.4928053749693893,0.7325351518329538,3.834695727019395
163,2965,0.4030146758072465,0.4030123682985051,1.016982481506083,3.6017001055313926
164,3849,0.4255092519818667,0.4259639920924994,0.7032578555136668,3.8063737369540247
165,2018,0.4588169738201541,0.4591129899813017,0.5141687135230375,3.1920949961874387
166,7504,0.28842676237936393,0.2887436647837375,0.8348355508813348,4.083394741826013
167,4357,0.06342923977250382,0.06358240315751364,0.783540095464528,1.732650341589649
168,9737,1.6950395388522799,1.6950505973807062,0.7412470977942979,4.378351203344564
169,4336,0.669806398116475,0.6707230776554958,1.0725743459717927,9.482314374610652
170,7900,0.4243435393005851,0.42460333869472255,0.4858076854217572,3.7548368694746617
171,8857,0.9358023735864084,0.9363201910555662,1.4646502716700456,2.9488750066787146
172,9052,0.16890796156205623,0.16939051835826047,0.4054449842585617,2.4906640115221115
173,3527,0.2062813307902625,0.20628875900618,0.7452763799727985,2.6733302064961126
174,4297,0.14517856986842273,0.14547801644663744,0.7797395193823722,3.283232114064998
176,3918,0.38607551850538885,0.3860821184132516,0.5657945510038326,2.9910468237788663
177,7875,0.07556438607524046,0.07624568218621361,0.5129853230000465,3.6836390782488273
178,9942,0.005965977503234452,0.006000474568064869,0.14509727025567906,4.847158164547256
179,6423,0.2780050260739791,0.2780082927884993,0.8950108610446541,4.178555200769148
180,4526,0.38614387186284094,0.3865126328341304,0.5056168223083471,3.6814881366215095
182,6691,0.3447007817023811,0.34541752142846255,0.6064536475607079,3.8153170546343387
183,6061,0.8218482929561217,0.8222284520830385,1.031013254149501,4.82802218352851
184,9982,0.0612752811877431,0.061448343043511926,0.41870017661330605,2.200710379543628
185,3192,0.18876057627782677,0.18912737105171878,0.7289633710179926,2.569821710134094
186,4767,0.30969874473341286,0.310021469688226,0.589341528824142,3.735331988946769
187,9001,0.6673216682375918,0.6675163688714767,1.1063069125652347,4.239829195644295
189,7793,0.37185251317213003,0.3722839872384956,0.7276911437454295,2.7096700091753037
190,8046,0.000327986303701792,7.189615387175223,0.02691841798424961,7.94733872261862
191,9971,0.10715496758963765,0.10725967146798647,2.4618151679382785,1.690736371722883
192,9278,0.3468623485735667,0.3471022784325103,0.5457873765610467,3.2776292888399348
193,2980,0.19159079632633547,0.19181240406532937,0.53030166425809,2.893515870824171
194,3719,0.1570688929200819,0.15733340513067387,0.2830501061863945,2.241480890662326
195,7429,0.3940144171432353,0.3948665445096534,0.5332621345908594,3.1883977951618796
196,3538,0.15872720092764941,0.15884563726346823,0.639483987106523,2.8528303120246834
197,8995,0.5125103987376872,0.512527472926342,1.5029616029808448,4.029158425216272
198,5615,0.2347351477537838,0.23663729341611198,0.695730307664951,4.430334864292843
199,1791,0.221886790431392,0.22232666479242486,0.49301062046279637,2.7658388542015167
200,624,0.1717980831026204,0.17221735457865864,1.236486840330827,3.2148440529554416
201,6139,0.11899442518106108,0.11898614133906824,0.669773810406104,3.1279994456030416
202,7560,0.24197841414868412,0.2425345965979939,0.6330577549026719,4.3750202028725615
203,1801,0.845023014293931,0.8450177287036372,0.9477565375907406,2.768442800905182
204,7739,0.06191063281774135,0.06211078733617552,1.6128094770026846,1.5313603291765507
205,3036,0.6325139164186959,0.6328991067968026,1.1142930680836356,6.328308492630354
206,8626,0.15608691016497983,0.15635621070250558,1.3375533454500204,1.9323047177787747
207,5921,0.45225920284818466,0.4526117344629815,1.3066306380170685,4.442579770345295
208,1185,0.18896080730559234,0.1893837504063904,0.44939265448987376,2.598372621611276
